(4533696.49 5431011.55),1
(4533180.19 5433115.14),2
(4532880.80 5433118.38),1
(4532835.74 5433145.09),3
(4533119.56 5433068.09),2
(4530752.58 5432983.81),1
(4531782.70 5431006.78),1
(4530897.48 5431181.25),1
(4530904.98 5431276.39),2
(4535102.31 5433768.18),1
(4532901.88 5432046.31),1
(4531394.35 5432855.21),1
(4533632.16 5431532.96),1
(4531220.02 5431240.11),1
(4531090.65 5431114.01),1
(4533137.84 5431829.70),1
(4533871.15 5430570.40),2
(4532896.59 5432304.15),1
(4530984.45 5432603.77),1
(4533397.50 5431778.58),1
(4529895.63 5434876.93),2
(4534388.64 5431638.68),2
(4531255.16 5431523.05),1
(4534318.71 5433400.06),1
(4532213.08 5432572.54),2
(4530187.18 5434687.43),1
(4533191.82 5432041.70),1
(4529675.08 5434667.81),1
(4531557.63 5431318.82),1
(4531406.55 5430955.95),2
(4532799.61 5432427.98),1
(4533972.16 5431397.72),4
(4531819.65 5431023.91),1
(4532364.88 5432636.84),1
(4534465.60 5433935.94),1
(4532922.82 5433558.62),3
(4532529.74 5431962.26),1
(4532827.47 5431709.44),2
(4532807.41 5431712.45),2
(4532060.90 5433244.28),4
(4533237.04 5432034.38),1
(4529981.67 5428965.57),1
(4533021.45 5428957.99),2
(4532937.15 5429046.89),9
(4535244.10 5425168.92),1
(4530184.09 5429537.38),1
(4531321.61 5428483.68),1
(4533743.72 5427059.37),2
(4532731.91 5428878.13),1
(4532902.37 5424693.56),2
(4530278.08 5429618.71),2
(4534621.41 5426285.14),1
(4532587.67 5428724.32),1
(4532546.09 5428865.98),1
(4534964.24 5426458.16),1
(4534633.36 5425428.76),1
(4532945.48 5427880.76),1
(4531870.31 5429082.35),1
(4531546.60 5426925.43),1
(4532309.63 5428968.75),1
(4533947.12 5426292.59),1
(4532998.93 5428544.11),1
(4532821.63 5428090.91),1
(4533151.82 5428691.98),1
(4531738.75 5428883.62),6
(4529947.71 5427706.83),1
(4533853.68 5425037.09),1
(4533052.92 5429151.13),1
(4533000.07 5429151.13),1
(4532856.08 5429157.41),1
(4532786.46 5429167.87),3
(4533130.54 5428312.98),2
(4537249.99 5424608.05),1
(4536958.94 5424756.50),1
(4537152.17 5424537.01),4
(4536305.91 5422203.31),1
(4534456.78 5423607.56),1
(4534409.71 5424505.77),2
(4534362.22 5423615.20),1
(4534170.84 5423416.12),1
(4536365.62 5422230.78),3
(4534658.32 5423075.27),1
(4532231.83 5421848.18),1
(4537326.74 5424455.81),1
(4532401.72 5422104.65),1
(4535255.12 5423336.51),2
(4536497.56 5421497.25),4
(4534008.33 5422361.68),6
(4534898.91 5424114.86),3
(4531028.81 5420517.05),1
(4533931.24 5424474.03),4
(4536855.83 5418857.00),1
(4532024.91 5421954.62),1
(4532661.87 5438549.41),1
(4532486.31 5438764.69),1
(4532445.32 5439175.05),1
(4535075.11 5435901.35),1
(4533614.42 5436835.35),2
(4533044.12 5437146.00),1
(4532088.84 5434878.34),1
(4532478.61 5438827.29),1
(4531371.67 5440581.09),5
(4532353.02 5435479.09),1
(4530930.86 5436518.31),1
(4531829.35 5434598.88),7
(4531604.44 5434982.24),1
(4531641.97 5434916.98),1
(4540252.11 5416341.26),1
(4536539.88 5415838.46),1
(4537074.01 5416210.14),1
(4529244.38 5413580.19),1
(4529419.28 5413477.77),1
(4529412.02 5413345.17),2
(4528402.27 5413629.36),1
(4533509.00 5417924.05),1
(4529623.11 5414495.29),2
(4533206.78 5418838.49),1
(4539677.35 5416982.42),1
(4540199.19 5415235.01),1
(4534563.26 5417633.76),1
(4534093.55 5415390.86),1
(4528941.25 5415571.44),1
(4533372.54 5417830.87),1
(4534711.48 5416017.90),2
(4534704.94 5417472.29),2
(4545193.91 5430632.46),6
(4545025.41 5430454.73),1
(4545331.79 5429369.64),1
(4545426.95 5430673.71),5
(4546467.85 5430700.29),6
(4541043.92 5430836.10),3
(4544872.48 5430050.39),2
(4544947.21 5430277.27),1
(4540037.83 5429084.44),1
(4545484.57 5430350.21),2
(4547014.43 5427697.30),1
(4549193.69 5431405.68),1
(4548981.70 5431600.46),1
(4547637.72 5428896.19),1
(4546200.71 5431134.78),2
(4544985.10 5429915.62),2
(4541995.26 5422711.91),2
(4541876.97 5426023.90),1
(4547403.23 5422728.12),2
(4540794.10 5420041.18),3
(4545021.04 5425251.94),1
(4529134.59 5423900.95),1
(4529042.24 5418275.39),3
(4529638.21 5423731.59),2
(4524688.48 5415406.74),1
(4527431.14 5422236.80),1
(4530725.57 5417628.13),1
(4526516.03 5416458.33),2
(4525743.29 5416999.83),2
(4524837.32 5415559.06),1
(4532368.83 5411289.86),1
(4538633.21 5412821.08),1
(4532380.45 5410841.95),2
(4532086.70 5411296.92),1
(4533710.89 5411858.60),1
(4538980.70 5413403.15),1
(4534053.94 5410911.88),3
(4538436.16 5409317.59),1
(4536650.18 5432114.21),1
(4537303.99 5432081.93),1
(4536963.95 5432731.75),1
(4540832.48 5434224.88),2
(4537232.30 5433113.66),2
(4538784.06 5430956.55),1
(4541308.62 5433590.67),1
(4540844.97 5434396.36),1
(4538921.32 5430926.97),1
(4541109.64 5433763.61),1
(4537165.47 5433495.40),1
(4537564.75 5431784.05),1
(4537569.92 5432546.80),1
(4533795.25 5429149.85),3
(4534321.91 5429667.85),1
(4534309.48 5429799.84),1
(4534397.20 5428254.78),1
(4534250.08 5429459.36),1
(4535054.65 5428195.83),1
(4534898.94 5428447.81),1
(4533563.99 5430417.91),1
(4533601.42 5429542.68),1
(4533710.41 5429497.90),1
(4533793.59 5429476.75),1
(4534005.28 5430232.84),1
(4533882.18 5430461.80),1
(4534065.27 5430127.30),1
(4534244.86 5429842.34),2
(4534304.37 5429849.12),1
(4533987.51 5429749.44),1
(4534078.92 5429829.10),1
(4534684.18 5427988.94),1
(4534749.54 5428174.85),1
(4534072.20 5429973.98),1
(4532998.17 5429374.69),1
(4534159.19 5429804.98),1
(4534266.04 5429354.61),1
(4534303.58 5429266.45),1
(4533180.56 5430388.86),1
(4533826.50 5429966.11),2
(4534754.63 5428671.85),1
(4534792.32 5428748.31),1
(4533207.44 5429658.42),1
(4533861.41 5429270.90),1
(4534092.67 5428775.10),1
(4534127.29 5428721.81),1
(4533970.28 5429959.76),1
(4533467.33 5429665.30),1
(4533717.11 5430410.87),1
(4533617.25 5429851.85),1
(4533158.57 5431235.60),1
(4533869.41 5429858.13),1
(4533977.92 5429883.97),1
(4534214.74 5429882.89),1
(4534187.67 5429912.85),2
(4534168.79 5429969.84),1
(4534164.42 5429978.09),1
(4535473.01 5429162.00),1
(4534508.28 5430783.21),1
(4534184.15 5430063.63),1
(4534537.38 5430233.19),1
(4534991.26 5431219.07),1
(4534907.29 5431356.02),1
(4534767.18 5431274.54),1
(4534117.30 5430397.85),1
(4535835.37 5431108.42),1
(4534550.07 5430985.60),1
(4534865.10 5429209.67),2
(4535234.78 5429994.72),1
(4534816.14 5430101.96),1
(4535087.44 5430133.75),1
(4535148.86 5430160.96),1
(4534991.63 5430769.43),1
(4534875.26 5431002.13),1
(4534349.19 5430612.52),1
(4534374.12 5430579.92),1
(4535778.31 5430356.68),1
(4534999.29 5430176.51),1
(4535581.62 5430488.31),1
(4535991.24 5430729.90),1
(4535098.93 5430203.09),1
(4536186.89 5430844.33),2
(4535180.42 5430251.17),1
(4534364.88 5429899.29),1
(4535581.76 5429733.60),1
(4535127.29 5430032.77),1
(4535154.85 5429999.87),1
(4535123.27 5430047.49),1
(4534720.10 5430192.00),1
(4534535.12 5429412.80),1
(4535345.24 5430432.95),1
(4535733.65 5428395.32),1
(4535704.95 5428214.60),1
(4535667.10 5428736.96),1
(4535116.69 5430471.12),4
(4535443.56 5429041.78),1
(4534713.16 5429545.07),1
(4534729.04 5429489.44),1
(4534896.77 5430552.00),2
(4534577.80 5430785.45),1
(4534621.64 5430668.62),1
(4535299.74 5430213.76),1
(4535673.86 5429777.38),1
(4536050.28 5427379.62),1
(4534772.97 5428898.13),1
(4534943.66 5431068.93),1
(4535765.35 5429265.47),1
(4535676.53 5429222.58),1
(4533688.60 5431574.09),1
(4533660.51 5431114.61),1
(4534449.38 5433735.56),2
(4530877.95 5431367.75),1
(4534325.60 5433885.44),1
(4534587.32 5433640.92),1
(4529319.97 5432525.53),1
(4533554.04 5431485.39),1
(4532904.48 5431935.89),2
(4532755.00 5431960.32),1
(4533039.74 5432306.22),1
(4533412.14 5432035.41),1
(4533001.03 5432259.97),1
(4534339.94 5433520.35),1
(4534339.49 5433547.35),1
(4533430.06 5431786.09),1
(4529849.91 5434856.89),1
(4529550.33 5434402.49),1
(4532896.80 5432047.18),1
(4532484.37 5433272.57),1
(4531274.30 5432299.18),1
(4532781.69 5431563.52),1
(4533627.95 5430921.04),1
(4530473.78 5434424.13),3
(4531394.86 5430811.11),1
(4529823.12 5434245.20),1
(4533914.18 5431094.98),1
(4530571.39 5432885.76),1
(4533609.86 5430802.68),1
(4533205.98 5431151.77),1
(4534335.28 5434221.94),2
(4532400.19 5432397.20),1
(4531837.48 5431045.55),1
(4529653.80 5434471.30),1
(4530510.89 5435085.42),4
(4532486.73 5432686.15),1
(4532665.15 5432717.52),1
(4533823.19 5430823.22),1
(4529447.35 5432306.32),1
(4529333.03 5432170.51),1
(4531084.31 5432924.48),1
(4532588.39 5432394.55),1
(4532608.19 5431814.90),1
(4532704.17 5431637.69),1
(4532698.37 5431539.50),1
(4529858.92 5432061.32),1
(4531618.68 5427008.50),1
(4530214.05 5429194.53),1
(4535218.59 5425176.97),1
(4531966.31 5429075.53),1
(4535035.25 5425336.95),1
(4532454.66 5429080.53),1
(4533148.41 5427802.15),2
(4533746.00 5425467.33),1
(4533666.00 5425803.58),1
(4530950.03 5429503.00),1
(4530925.21 5429448.37),1
(4534492.36 5425390.77),1
(4533038.08 5428318.19),1
(4532806.48 5428651.73),1
(4532789.29 5428658.29),1
(4532884.23 5427825.28),1
(4532614.14 5428362.48),1
(4531153.37 5428244.25),1
(4532628.67 5428645.34),1
(4533097.13 5427709.32),1
(4533580.32 5426140.25),1
(4530725.04 5429478.87),1
(4529903.43 5427700.28),1
(4533260.32 5428385.27),1
(4530009.71 5429021.99),1
(4533149.63 5428444.94),1
(4533326.41 5428350.87),1
(4534129.61 5426143.38),1
(4534235.74 5426049.23),5
(4533457.84 5427117.92),1
(4532877.45 5427957.70),1
(4532934.39 5427856.36),1
(4533051.82 5428628.46),1
(4533304.01 5427251.29),1
(4533460.86 5426418.76),1
(4531402.50 5426243.17),1
(4531394.83 5428750.93),1
(4530749.98 5428156.19),1
(4534612.79 5425826.92),1
(4530712.13 5429543.18),1
(4532473.91 5425092.38),1
(4530223.09 5429641.55),1
(4533511.54 5425994.60),1
(4536763.57 5425440.57),7
(4532420.54 5421122.37),1
(4531596.77 5420397.15),1
(4534587.24 5423774.57),1
(4534225.42 5424391.69),1
(4534673.93 5423451.64),7
(4534590.23 5424180.14),7
(4532252.16 5420581.29),1
(4534611.71 5423301.42),1
(4533823.35 5422210.39),2
(4537509.63 5424243.81),1
(4533865.82 5422098.24),1
(4537038.14 5418919.97),1
(4535209.68 5419966.98),1
(4534148.28 5422507.53),2
(4534189.91 5423620.72),1
(4530852.23 5419629.72),1
(4536867.78 5425085.31),1
(4534224.00 5423754.41),1
(4536302.23 5421928.82),4
(4535013.48 5423170.22),2
(4537237.52 5424478.38),1
(4535419.04 5423095.04),1
(4533994.27 5421254.09),1
(4530569.76 5421803.30),1
(4534752.41 5424084.97),2
(4534262.50 5423045.73),2
(4535029.83 5423629.65),1
(4529911.14 5437886.23),1
(4534730.04 5435836.20),1
(4532089.96 5435216.29),1
(4532451.38 5439167.07),2
(4535388.87 5435625.10),1
(4535133.05 5435844.51),1
(4533484.92 5436954.73),1
(4535421.42 5435772.13),1
(4533769.43 5437781.88),3
(4531565.66 5435186.66),1
(4535373.98 5435785.49),1
(4533246.81 5437040.32),1
(4532749.95 5439261.51),1
(4531518.08 5435131.84),1
(4531385.99 5439957.10),1
(4530821.34 5436723.23),1
(4534612.99 5436345.08),1
(4532985.99 5437116.72),1
(4533071.20 5438175.26),1
(4532864.83 5438568.33),1
(4531564.94 5435591.16),1
(4531553.41 5435606.39),1
(4531584.79 5435639.17),1
(4532819.68 5439001.83),1
(4530708.09 5436753.68),1
(4532723.24 5438402.05),1
(4532179.82 5439173.33),1
(4531262.82 5440117.65),1
(4533583.79 5437263.21),1
(4533540.65 5437298.09),1
(4532733.61 5438724.45),1
(4532299.22 5435607.70),1
(4532525.43 5438372.91),2
(4532927.79 5437510.22),1
(4531945.50 5435748.11),1
(4531838.03 5435700.31),1
(4533466.04 5437247.57),1
(4532789.56 5437792.09),1
(4532461.75 5438567.97),1
(4531622.45 5440370.59),1
(4533126.20 5418687.78),2
(4534022.75 5417442.25),1
(4528632.65 5414007.99),2
(4539521.22 5417049.04),1
(4534159.66 5417212.85),1
(4529056.51 5414235.66),1
(4528357.85 5413621.53),1
(4528063.05 5414337.61),1
(4534202.80 5417575.95),2
(4534098.97 5417227.82),2
(4534338.46 5417262.27),1
(4538701.25 5415121.52),1
(4533607.99 5415382.37),1
(4533997.00 5417336.87),1
(4533385.78 5417870.84),1
(4528423.76 5414844.38),1
(4540867.65 5416769.90),1
(4536914.21 5416388.96),1
(4533727.30 5417907.77),1
(4534845.54 5417285.60),1
(4538069.30 5429225.88),1
(4544866.69 5430348.29),1
(4549544.92 5431500.01),1
(4546137.77 5431142.07),1
(4549357.00 5431638.00),1
(4538007.88 5428779.45),1
(4538889.32 5427913.80),3
(4549019.00 5431622.55),1
(4540209.55 5428865.63),1
(4545405.01 5429094.38),1
(4545190.38 5430735.59),1
(4545028.62 5430395.43),1
(4546039.90 5430390.95),1
(4549211.22 5429575.18),2
(4545310.44 5430273.52),2
(4549511.13 5431601.35),1
(4541275.37 5430768.57),1
(4545152.76 5430530.12),1
(4538260.56 5429214.64),1
(4548846.08 5429533.51),1
(4548923.21 5431697.35),2
(4542378.55 5422318.68),1
(4540749.92 5419931.94),1
(4539472.84 5422152.14),2
(4541596.02 5423849.04),1
(4542287.24 5422896.54),3
(4542049.83 5426083.42),2
(4545550.31 5426986.55),2
(4540901.43 5421990.50),1
(4542337.51 5425795.99),1
(4542203.41 5425688.12),1
(4527089.83 5419649.38),1
(4529737.57 5423748.18),3
(4530668.92 5417858.27),1
(4529435.61 5424077.73),1
(4526513.98 5419448.34),2
(4528863.93 5418502.42),2
(4530262.31 5423312.12),1
(4527048.51 5416965.99),1
(4531922.71 5417661.68),1
(4529696.63 5423601.18),1
(4528039.22 5420781.45),4
(4525538.51 5422379.78),3
(4524936.09 5416881.73),2
(4526576.30 5419575.76),1
(4530484.90 5423146.84),1
(4533584.74 5411385.58),1
(4532089.35 5411584.90),1
(4532549.51 5411061.16),1
(4534266.67 5413963.43),2
(4533846.01 5410993.25),3
(4534830.03 5413070.67),1
(4533018.24 5413381.40),1
(4532639.49 5411632.63),1
(4532566.36 5411379.34),1
(4532554.68 5411365.09),1
(4536599.12 5432587.12),1
(4536819.54 5432116.20),1
(4537003.77 5432705.05),2
(4537271.95 5432356.26),1
(4537010.64 5432263.62),1
(4536912.34 5432424.41),1
(4536973.29 5433159.22),1
(4537038.42 5432525.28),1
(4537281.81 5433143.81),1
(4540939.94 5434214.12),1
(4537646.48 5432310.88),1
(4537079.86 5433148.30),1
(4537601.07 5431845.50),1
(4537575.46 5432567.03),1
(4540939.96 5433771.23),1
(4536473.15 5432494.38),1
(4535044.68 5428139.73),1
(4533692.84 5429285.64),1
(4533996.86 5430246.70),1
(4534192.70 5429717.40),1
(4535320.84 5428387.28),1
(4534555.57 5428790.44),1
(4534379.91 5428629.60),1
(4533417.26 5430120.92),2
(4534626.26 5428623.57),1
(4533987.58 5429968.60),2
(4534042.81 5430031.91),1
(4533456.27 5429851.13),1
(4533786.29 5430176.62),1
(4534000.34 5429673.38),1
(4534181.90 5429945.08),1
(4534126.79 5430020.69),3
(4534464.09 5428644.87),1
(4535421.28 5430186.67),1
(4534263.46 5430530.49),1
(4534429.33 5430818.49),1
(4534884.31 5430769.16),1
(4534729.08 5429297.83),1
(4535307.87 5429761.73),1
(4535758.57 5431175.18),1
(4534941.13 5429801.05),1
(4535085.10 5429924.04),2
(4535164.22 5430167.77),1
(4535086.60 5428764.32),1
(4534359.27 5430400.90),2
(4535648.16 5428220.15),1
(4534466.94 5430151.23),1
(4535244.71 5429824.26),1
(4534742.34 5430353.76),1
(4531349.00 5431319.32),1
(4533163.55 5433096.53),3
(4535385.79 5432044.07),1
(4534223.01 5433955.01),1
(4532992.47 5431707.68),1
(4534177.13 5433873.93),1
(4535014.81 5433635.78),1
(4532470.90 5433266.17),1
(4532694.75 5432435.10),1
(4531548.84 5431098.16),1
(4531482.31 5431132.74),1
(4532182.75 5433563.56),1
(4532416.74 5433433.98),1
(4529669.48 5434466.47),1
(4531079.50 5431369.59),1
(4531977.07 5431213.57),1
(4531576.56 5429267.19),1
(4529557.69 5430238.67),1
(4532873.71 5424556.76),1
(4533140.99 5427373.43),1
(4529597.96 5430921.70),1
(4530210.83 5429555.33),1
(4531407.99 5426742.09),1
(4533822.47 5426740.05),1
(4533635.50 5425978.29),1
(4529863.06 5427665.49),2
(4530106.87 5429615.31),1
(4530028.18 5428612.96),1
(4533990.94 5425880.35),1
(4533932.19 5426745.97),1
(4533068.21 5428602.09),1
(4529643.75 5430617.16),1
(4529551.30 5430420.59),1
(4529861.29 5430034.13),1
(4533921.54 5426285.18),1
(4530469.80 5429277.45),1
(4529625.43 5430510.43),1
(4532777.70 5428107.30),1
(4532873.59 5428033.39),1
(4533095.90 5428415.93),1
(4531541.14 5428892.43),1
(4532436.65 5429144.48),1
(4533215.79 5429082.21),2
(4532579.96 5425053.52),1
(4532139.22 5428773.97),1
(4532328.81 5421647.58),1
(4537093.11 5424891.83),2
(4534358.69 5423766.22),1
(4537267.71 5424298.68),1
(4536717.59 5425149.55),1
(4535008.06 5422910.78),1
(4534278.16 5424099.24),1
(4531752.23 5422090.27),1
(4532665.23 5421455.21),1
(4536985.64 5425588.95),1
(4532904.29 5420361.19),1
(4533271.83 5437023.26),1
(4533569.28 5436814.42),1
(4531090.85 5435551.02),1
(4534932.67 5436402.26),1
(4532917.21 5438427.02),1
(4530909.72 5436367.88),1
(4531804.23 5435669.62),2
(4531115.96 5440372.00),1
(4534826.48 5435989.10),1
(4533208.74 5437329.37),2
(4536626.77 5415850.19),1
(4534340.85 5417582.81),1
(4536099.80 5416509.56),1
(4533190.67 5416842.92),1
(4534493.09 5416985.45),1
(4541272.27 5430734.95),1
(4540300.84 5429024.51),1
(4539010.03 5427675.56),1
(4548928.10 5429386.60),1
(4549413.77 5431454.06),1
(4545218.35 5430177.63),1
(4548835.34 5422546.55),1
(4540230.70 5418435.27),1
(4539335.33 5422172.08),1
(4539271.33 5422037.56),1
(4543498.44 5422713.98),1
(4529290.70 5424084.10),1
(4529226.39 5423952.42),1
(4529503.28 5423667.44),1
(4529389.31 5423316.68),1
(4529240.44 5418541.54),1
(4522545.68 5417227.80),1
(4531694.17 5417329.20),1
(4529181.23 5423120.29),1
(4528004.40 5421400.30),1
(4530189.25 5417535.14),1
(4525373.64 5416866.07),1
(4523785.26 5414667.69),1
(4530596.52 5422726.33),1
(4535217.71 5412783.40),1
(4536735.36 5432541.31),1
(4536843.95 5432362.25),1
(4536802.87 5432425.89),1
(4537177.91 5432429.80),1
(4536802.22 5433271.98),1
(4540832.25 5434337.36),1
(4536551.70 5432322.18),1
(4536506.23 5432302.91),1
(4538863.97 5430693.33),1
(4538315.80 5431317.20),1
(4538784.69 5431113.61),2
(4537404.97 5431760.44),1
(4534034.03 5429540.37),1
(4534485.12 5428093.89),1
(4534120.01 5429636.58),1
(4533781.93 5429609.00),1
(4533795.56 5429471.35),1
(4534133.50 5429607.93),1
(4534022.11 5430205.13),1
(4534056.56 5430165.75),1
(4533843.62 5430548.06),1
(4533970.50 5430309.64),1
(4533817.41 5430630.69),1
(4534038.95 5430177.41),2
(4534229.04 5429837.70),1
(4534267.23 5429843.94),1
(4534673.79 5428427.85),1
(4532569.95 5429921.76),2
(4534182.06 5429745.65),1
(4534198.91 5429697.91),1
(4534179.98 5429731.33),3
(4532086.65 5429719.66),1
(4534533.93 5428218.80),1
(4534206.16 5429659.92),1
(4534251.94 5429462.99),1
(4534210.49 5429631.02),1
(4532251.31 5429507.72),1
(4534790.18 5428695.68),1
(4533498.92 5429338.61),1
(4534101.40 5428726.18),1
(4534009.01 5428934.34),1
(4534081.97 5430014.15),1
(4533995.30 5430010.59),1
(4533349.03 5429553.93),1
(4533634.60 5429868.34),1
(4533545.50 5430457.82),1
(4534300.47 5429595.56),1
(4533882.34 5429565.95),1
(4534068.13 5429743.83),1
(4534177.53 5429953.33),1
(4534232.26 5429847.16),1
(4534105.65 5430055.40),1
(4534044.10 5429983.93),2
(4534044.81 5430004.49),1
(4535162.96 5427991.36),1
(4535172.94 5427986.48),1
(4533578.60 5430279.86),1
(4532290.40 5429301.67),1
(4534864.05 5429832.07),1
(4535072.03 5429899.12),1
(4535339.49 5428936.81),1
(4534342.80 5430139.43),1
(4534910.00 5430733.03),2
(4534665.24 5431239.08),1
(4534454.53 5430547.20),1
(4535764.02 5431183.67),1
(4535681.77 5431241.95),1
(4535507.18 5429883.02),1
(4534732.95 5429241.21),1
(4535214.53 5429155.69),1
(4534861.49 5430048.69),1
(4534788.09 5429638.76),1
(4535737.51 5430437.01),2
(4535631.89 5429354.89),1
(4534381.51 5429506.71),1
(4534375.02 5429880.08),1
(4534834.69 5429450.97),1
(4536395.88 5430198.30),1
(4535879.83 5430665.81),1
(4535922.12 5430719.15),1
(4535239.87 5429275.87),1
(4534206.53 5430629.77),2
(4534152.84 5430494.58),1
(4534297.31 5429962.06),1
(4535277.85 5429839.70),1
(4535681.29 5428682.26),1
(4535059.87 5430827.94),2
(4535043.41 5429678.35),1
(4534655.78 5431058.96),2
(4534546.57 5429271.72),1
(4532929.03 5431918.00),1
(4533121.48 5433081.21),1
(4532309.41 5432258.50),1
(4533130.32 5431580.57),1
(4531458.94 5431167.91),1
(4529953.28 5435160.16),1
(4530117.54 5434335.40),1
(4534659.09 5433779.41),1
(4534731.28 5433666.41),1
(4530798.39 5432748.77),1
(4533416.05 5431402.44),1
(4531144.35 5431462.69),1
(4532817.50 5431959.23),1
(4532960.97 5432321.92),1
(4530973.29 5432628.84),1
(4529200.68 5432246.42),1
(4532511.00 5433289.26),1
(4529631.39 5432223.30),1
(4533595.78 5430888.98),1
(4533194.43 5432043.03),1
(4533185.66 5432059.99),1
(4532655.88 5432517.86),1
(4532619.67 5432514.95),1
(4533272.79 5431259.52),2
(4531058.84 5431220.96),1
(4533151.01 5432448.49),1
(4531437.46 5430522.99),1
(4531436.33 5432417.19),1
(4530105.53 5435134.95),1
(4532222.66 5432731.79),2
(4532235.65 5432897.24),1
(4532253.87 5432647.89),1
(4530177.49 5434891.54),1
(4530103.71 5434859.45),1
(4530525.25 5435021.77),1
(4534898.23 5433808.52),1
(4529669.77 5434404.49),1
(4533673.97 5430772.69),1
(4532350.95 5431991.79),4
(4531027.62 5433066.99),1
(4533577.20 5432024.30),1
(4532772.65 5432257.87),1
(4532807.51 5432317.74),1
(4532770.47 5433666.84),1
(4533250.52 5433079.74),1
(4532637.17 5433621.26),2
(4532870.04 5433635.32),1
(4532901.44 5431599.97),3
(4532496.76 5432374.46),1
(4530257.55 5429263.43),1
(4530171.62 5429156.98),1
(4533071.94 5428899.61),1
(4532926.01 5429070.39),1
(4535405.47 5425283.66),1
(4531311.91 5428474.70),1
(4531711.59 5428747.44),1
(4533281.30 5426871.64),1
(4530869.88 5429322.09),1
(4532936.70 5424158.52),1
(4531165.24 5428138.32),1
(4530810.84 5429486.18),1
(4533805.39 5427551.26),1
(4533687.11 5428696.19),1
(4531295.40 5426704.20),1
(4531135.80 5427956.75),1
(4533760.97 5425785.76),1
(4533757.54 5425751.96),1
(4531168.79 5428629.41),1
(4535051.18 5426290.80),1
(4533536.07 5425725.24),1
(4533790.22 5425781.41),2
(4534579.94 5427038.22),1
(4532782.82 5428218.28),5
(4532951.78 5428533.86),1
(4532878.62 5428466.45),1
(4531671.98 5429166.31),1
(4533125.94 5428455.59),1
(4533930.10 5425805.53),1
(4529897.11 5428645.56),1
(4534592.19 5426292.33),1
(4534420.76 5426281.23),1
(4534671.11 5426271.65),1
(4533751.17 5425444.04),1
(4529834.19 5428564.22),1
(4531263.04 5428540.89),1
(4534658.38 5425746.39),1
(4532169.22 5429210.14),1
(4530860.86 5426621.91),1
(4533436.13 5426047.56),1
(4534380.37 5423994.09),1
(4536425.12 5420993.07),1
(4537117.04 5424225.76),1
(4534810.98 5423335.54),1
(4533902.86 5423018.03),1
(4536811.39 5419003.49),1
(4531011.04 5419816.35),1
(4534728.55 5423243.04),1
(4535296.50 5420016.58),1
(4530612.87 5419845.25),1
(4535231.08 5423393.31),1
(4534772.10 5435903.11),1
(4532696.45 5438003.46),1
(4532865.49 5437582.59),1
(4531831.77 5435265.64),1
(4531899.39 5434804.24),1
(4533206.08 5436672.85),1
(4533128.13 5438034.04),1
(4532962.97 5438338.48),1
(4532970.30 5438361.16),1
(4531224.01 5440738.48),1
(4531253.57 5435304.94),1
(4534911.12 5436527.27),1
(4535007.20 5436223.43),1
(4532928.25 5437605.74),1
(4533133.89 5437643.17),1
(4533262.76 5437299.38),1
